psa_nr;aufstellort;bezirk_gebiet;abschnitt_von;abschnitt_bis;stellplaetze;roter_punkt;gebuehrenzeit;gebuehr_je_15_min_euro;hoechtsparkdauer_stunde;tagesgebuehr_euro;tarifzone;geokoordinate_nord;geokoordinate_ost
2649;Barthelstr. 123a;Ehrenfeld II;Geisselstr.;Mechternstr.;12;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9442357141647;6,91912850135434
2650;Geisselstr. ggü. 95;Ehrenfeld II;Weinsbergstr.;Barthelstr.;25;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9439620868126;6,91748171638237
2651;Fröbelstr. ggü. 20;Ehrenfeld II;Fröbelplatz;Vogelsanger Str.;24;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9460020881158;6,91681854444957
2652;Fröbelstr. 40;Ehrenfeld II;Weinsbergstr.;Fröbelplatz;15;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9445577059875;6,91519860639044
2653;Fröbelstr. ggü. 15;Ehrenfeld II;Lindenbornstr.;Vogelsanger Str.;30;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9454768890125;6,91618289845977
2654;Fröbelplatz;Ehrenfeld II;Vogelsanger Str.;Fröbelstr.;26;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9460533874989;6,91780850859253
2655;Lindenbornstr. 22;Ehrenfeld II;Fröbelstr.;Melatengürtel;6;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9458867600363;6,91494433523166
2656;Lindenbornstr. 21;Ehrenfeld II;Melatengürtel;Fröbelstr.;14;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9464255327404;6,91366281732961
2657;Lindenbornstr. 7;Ehrenfeld II;Melatengürtel;Fröbelstr.;25;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9455494508502;6,9154395753594
2658;Melatengürtel 92;Ehrenfeld II;Weinsbergstr.;Lindenbornstr.;18;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9457213996656;6,91303253494484
2659;Melatengürtel 108;Ehrenfeld II;Lindenbornstr.;Vogelsanger Str.;12;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9471913930458;6,91391614471056
2660;Ehrenfeldgürtel 6;Ehrenfeld II;Vogelsanger Str.;Venloer Str.;10;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9489586407739;6,91565256727219
2661;Reisstr. 2;Ehrenfeld II;Keplerstr.;Sömmeringstr.;24;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9482546676349;6,91745764796127
2662;Sömmeringstr. 17;Ehrenfeld II;Venloer Str.;Reisstr.;14;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9488987253257;6,91707129181473
2663;Sömmeringstr. 43;Ehrenfeld II;Reisstr.;Vogelsanger Str.;11;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9481909831756;6,91627346433011
2664;Sömmeringstr. 58;Ehrenfeld II;Vogelsanger Str.;Lindenbornstr.;10;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9474751900134;6,91543417172089
2665;Sömmeringstr. 66;Ehrenfeld II;Vogelsanger Str.;Lindenbornstr.;12;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9469341244983;6,9149126958314
2666;Neptunstr. ggü. 35-37;Ehrenfeld II;Venloer Str.;Vogelsanger Str.;5;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9467568465286;6,91887342524133
2667;Thebäerstr. 74/76;Ehrenfeld II;Barthelstr.;Vogelsanger Str.;14;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9449172523477;6,91991219343836
2668;Thebäerstr. 10/12;Ehrenfeld II;Vogelsanger Str.;Venloer Str.;27;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9468666800731;6,92162421404116
2669;Thebäerstr. 13;Ehrenfeld II;Vogelsanger Str.;Venloer Str.;20;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,94622072278;6,92117448404958
2670;Rothehausstr. 32;Ehrenfeld II;Venloer Str.;Vogelsanger Str.;7;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9474457112885;6,91807505210966
2671;Rothehausstr. 2;Ehrenfeld II;Venloer Str.;Vogelsanger Str.;9;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9482924077121;6,91898122434755
2672;Rothehausstr. 44;Ehrenfeld II;Vogelsanger Str.;Vogelsanger Str.;11;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9472230766722;6,91762556455071
2673;Mechternstr. 2/4;Ehrenfeld II;Vogelsanger Str.;Barthelstr.;10;Ehre I + Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,945100869064;6,92093975817269
2674;Keplerstr. 30;Ehrenfeld II;Vogelsanger Str.;Venloer Str.;14;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9480095569757;6,91730153892187
2675;Vogelsanger Str. ggü. 91;Ehrenfeld II;Mechternstr.;Thebäerstr.;8;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9455994751965;6,92079199604506
2676;Vogelsanger Str. 102a;Ehrenfeld II;Thebäerstr.;Geisselstr.;12;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9457302779246;6,9203944828002
2677;Vogelsanger Str. 106/108;Ehrenfeld II;Geisselstr.;Neptunstr.;13;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9461848604021;6,91912656406066
2678;Vogelsanger Str. 120;Ehrenfeld II;Neptunstr.;Rothehausstr.;9;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9464677540922;6,9184041952215
2679;Vogelsanger Str. 134;Ehrenfeld II;Rothehausstr.;Keplerstr.;9;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9470505710567;6,91706847929543
2680;Vogelsanger Str. 148;Ehrenfeld II;Keplerstr.;Sömmeringstr.;10;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9475883136286;6,91621054037736
2681;Vogelsanger Str. 181;Ehrenfeld II;Melatengürtel;Sömmeringstr.;7;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9479812909009;6,9153632970362
2682;Alteburger Str. 334;Bayenthal II;Klerschweg;Bayenthalgürtel;10;BAY II;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;;
2683;Vogelsanger Str. 165;Ehrenfeld II;Ernst-Flatow-Str.;Fröbelstr.;5;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9470764016266;6,9167439634965
2684;Vogelsanger Str. 121-123;Ehrenfeld II;Ernst-Flatow-Str.;Fröbelstr.;5;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9461190362323;6,91897342205274
2685;Vogelsanger Str. 105;Ehrenfeld II;Geisselstr.;Thebäerstr.;10;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9457481110019;6,91999629097828
2686;Vogelsanger Str. 89;Ehrenfeld II;Thebäerstr.;Mechternstr.;12;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9454153351295;6,92092643199383
2687;Geisselstr. 14;Ehrenfeld II;Venloer Str.;Vogelsanger Str.;19;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9474097953098;6,92078102700853
2688;Geisselstr. 52;Ehrenfeld II;Venloer Str.;Vogelsanger Str.;14;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9464435560853;6,9198635437802
2689;Geisselstr. 74;Ehrenfeld II;Vogelsanger Str.;Barthelstr.;13;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9456840442802;6,91912972343485
2690;Geisselstr. ggü. 71-73;Ehrenfeld II;Vogelsanger Str.;Barthelstr.;13;Ehre II;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9448019602088;6,91828510507603
2691;freie Nummer (ehemals Gutenbergstr. 1);Ehrenfeld III;Pellenzstr.;Venloer Str.;7;Ehre III + Ehre IV;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9473168576931;6,92336172960463
2692;Gutenbergstr. 14-18;Ehrenfeld III;Pellenzstr.;Venloer Str.;14;Ehre III + Ehre IV;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,947788360641;6,92399226163955
2693;Gutenbergstr. 30;Ehrenfeld III;Stammstr.;Pellenzstr.;11;Ehre III + Ehre IV;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9483413148252;6,92463252048916
2694;Gutenbergstr. 29L;Ehrenfeld III;Christian-Schult-Str.;Stammstr.;8;Ehre III + Ehre IV;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9493004691509;6,92577107549524
2695;Gutenbergstr. 61;Ehrenfeld III;Subbelrather Str.;Christian-Schult-Str.;9;Ehre III + Ehre IV;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9502765913227;6,92710378641592
2696;Gutenbergstr. 51;Ehrenfeld III;Subbelrather Str.;Christian-Schult-Str.;11;Ehre III + Ehre IV;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9499776011242;6,9266969221028
2697;Gutenbergstr. 37-39;Ehrenfeld III;Subbelrather Str.;Christian-Schult-Str.;11;Ehre III + Ehre IV;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9496766467974;6,926233025816
2698;Leostr. 84;Ehrenfeld III;Venloer Str.;Pellenzstr.;11;Ehre III;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9470042345949;6,92490074492935
2699;Leostr. 63;Ehrenfeld III;Venloer Str.;Pellenzstr.;8;Ehre III;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9473623168103;6,92530606827824
2700;Leostr. 66;Ehrenfeld III;Stammstr.;Pellenzstr.;13;Ehre III;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9479588204649;6,92568875635214
2701;Bayenthalgürtel 16 - 20;Bayenthal II;Alteburger Str.;Goltsteinstr.;25;BAY II;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;;
2702;Leostr. 46;Ehrenfeld III;Stammstr.;Christian-Schult-Str.;22;Ehre III;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9488244709049;6,92649550855634
2703;Leostr. 23;Ehrenfeld III;Christian-Schult-Str.;Subbelrather Str.;19;Ehre III;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9493672833312;6,92720381516991
2704;Leostr. 22;Ehrenfeld III;Christian-Schult-Str.;Subbelrather Str.;20;Ehre III;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9498157552808;6,92758617605358
2705;Pellenzstr. 15;Ehrenfeld III;Leostr.;Franz-Geuer-Str.;3;Ehre III;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9475021124079;6,92575174461889
2706;Pellenzstr. 29;Ehrenfeld III;Leostr.;Gutenbergstr.;9;Ehre III;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9478268327503;6,92485188603869
2707;Stammstr. 82;Ehrenfeld III;Gutenbergstr.;Leostr.;8;Ehre III;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9484335705092;6,92597315078724
2708;Stammstr. ggü. 105;Ehrenfeld III;Leostr.;Christian-Schult-Str.;10;Ehre III;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9481813364894;6,92703733897092
2709;freie Nummer (ehemals Stammstr. ggü. 111);Ehrenfeld III;Everhardstr.;Christian-Schult-Str.;9;Ehre III;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;;
2710;Franz-Geuer-Str. 6;Ehrenfeld III;Venloer Str.;Pellenzstr.;15;Ehre III;Mo-Sa 09:00 - 21:00;0,50 €;4;;500006;50,9469286077612;6,92611927186447
2711;Mathiaskirchplatz 29;Bayenthal I;Bonner Str.;Hebbelstr.;16;BAY I;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;;
